,Unnamed: 0,date,text,nagisa_score,laura_score,elisa_score,concordancy,id,text_clean,text_normalized
12,12,2018-04-14 01:28:15,"Gente esse carneirinho é muito lindo ne??

#OOutroLadoDoParaiso https://t.co/RjH2IisE9Y",1.0,1.0,1.0,1.0,12,Gente esse carneirinho é muito lindo ne??,Gente esse carneirinho é muito lindo ne ? ? 
13,13,2018-04-10 01:16:26,"Até que enfim Diego acordou pra vida, pediu a Melissa em casamento novamente  😅😍😍 #OOutroLadoDoParaíso",1.0,1.0,1.0,1.0,13,"Até que enfim Diego acordou pra vida, pediu a Melissa em casamento novamente  😅😍😍","Até que enfim Diego acordou pra vida , pediu a Melissa em casamento novamente 😅😍😍 "
14,14,2018-04-10 01:01:34,E continua o processo de beatificação da personagem do Gael kkkkk #Ooutroladodoparaiso,1.0,1.0,-1.0,1.0,14,E continua o processo de beatificação da personagem do Gael kkkkk,E continua o processo de beatificação da personagem do Gael kkkkk 
15,15,2018-04-11 00:44:22,me acabo com o Samuel e a Suzy KKKKK #OOutroLadoDoParaiso,1.0,1.0,1.0,1.0,15,me acabo com o Samuel e a Suzy KKKKK,Me acabo com o Samuel e a Suzi KKKKK 
16,16,2018-04-11 01:22:22,As primas indo tudo embora.. só vai restar a Maira kkkkk #OOutroLadoDoParaiso,1.0,1.0,1.0,1.0,16,As primas indo tudo embora.. só vai restar a Maira kkkkk,As primas indo tudo embora ... só vai restar a Maira kkkkk 
17,17,2018-04-10 00:29:56,essa cena só ressaltando o quão boa é a Bin em cenas dramáticas #OOutroLadoDoParaíso,1.0,1.0,1.0,1.0,17,essa cena só ressaltando o quão boa é a Bin em cenas dramáticas,Essa cena só ressaltando o quão boa é a Bin em cenas dramáticas 
18,18,2018-04-11 00:48:51,Nádia é louca KKKKKKKKKKKKK #OOutroLadoDoParaíso,1.0,1.0,1.0,1.0,18,Nádia é louca KKKKKKKKKKKKK,Nádia é louca KKKKKKKKKKKKK 
19,19,2018-04-14 22:48:20,"""Ela é imbatível"", o saudoso José Wilker sobre Gloria Pires! ♥ @gloriapires #OOutroLadoDoParaíso",1.0,1.0,1.0,1.0,19,"""Ela é imbatível"", o saudoso José Wilker sobre Gloria Pires! ♥",""" Ela é imbatível "" , o saudoso José Wilker sobre Glória Pires ! ♥ "
20,20,2018-04-11 01:27:03,Radu ainda tá no páreo! ❤ #OOutroLadoDoParaiso,1.0,1.0,1.0,1.0,20,Radu ainda tá no páreo! ❤,Rede ainda tá no páreo ! ❤ 
21,21,2018-04-10 00:49:54,"O tigrao tá voltando a ser tigrete rsrsrsrsrs, abre os olhos Susy,  e guarda bem a sua lingerie vermelha #OOutroLadoDoParaiso",1.0,0.0,1.0,1.0,21,"O tigrao tá voltando a ser tigrete rsrsrsrsrs, abre os olhos Susy,  e guarda bem a sua lingerie vermelha","O tigrão tá voltando a ser tirete rsrsrsrsrs , abre os olhos Sus , e guarda bem a sua lingerie vermelha "
22,22,2018-04-14 00:39:25,Patrick cadê você? Tô aqui só pra te verrrrrr. Kkkkkkkkkkk  #OOutroLadoDoParaiso,1.0,1.0,1.0,1.0,22,Patrick cadê você? Tô aqui só pra te verrrrrr. Kkkkkkkkkkk,Patrick cadê você ? Tô aqui só pra te verrrrrr . Kkkkkkkkkkk 
23,23,2018-04-14 00:43:06,"É, amor é amor!! Ciduel #OOutroLadodoParaíso",1.0,1.0,1.0,1.0,23,"É, amor é amor!! Ciduel","É , amor é amor ! ! Cruel "
24,24,2018-04-10 01:30:17,PORQUE AQUI NAO TEM UM ENTREGADOR DE PIZZA GOSTOSO ASSIM????? #OOutroLadoDoParaiso,1.0,1.0,1.0,1.0,24,PORQUE AQUI NAO TEM UM ENTREGADOR DE PIZZA GOSTOSO ASSIM?????,PORQUE AQUI Não TEM UM ENTREGADOR DE PIZZA GOSTOSO ASSIM ? ? ? ? ? 
25,25,2018-04-10 00:35:43,Leandra  e Gael juntos é química que chama né? #OOutroLadoDoParaiso,1.0,0.0,1.0,1.0,25,Leandra  e Gael juntos é química que chama né?,Leandra e Gael juntos é química que chama né ? 
26,26,2018-04-12 00:26:37,Eu amo a atuaçao da barbara paz eh isso #OOutroLadoDoParaiso,1.0,1.0,1.0,1.0,26,Eu amo a atuaçao da barbara paz eh isso,Eu amo a atuação da bárbara paz é isso 
27,27,2018-04-10 00:31:22,"MEU CLARICK
#clarick #OOutroLadoDoParaiso https://t.co/nv3d1ssAXS",1.0,0.0,1.0,1.0,27,MEU CLARICK,MEU Clarice 
28,28,2018-04-11 01:12:20,"A Lívia pode ser até louca, mas ela realmente ama o Tomaz, de uma forma pura, do jeito dela.❤ #OOutroLadoDoParaíso",1.0,1.0,1.0,1.0,28,"A Lívia pode ser até louca, mas ela realmente ama o Tomaz, de uma forma pura, do jeito dela.❤","A Lívia pode ser até louca , mas ela realmente ama o Tomaz , de uma forma pura , do jeito dela . ❤ "
29,29,2018-04-12 04:45:40,"Assistindo os capítulos atrasados de #OOutroLadoDoParaíso

Nossa, me emocionei demais com a Lívia descobrindo que e… https://t.co/SjqwoOF2fb",1.0,1.0,1.0,1.0,29,"Assistindo os capítulos atrasados de 

Nossa, me emocionei demais com a Lívia descobrindo que e…","Assistindo os capítulos atrasados de Nossa , me emocionei demais com a Lívia descobrindo que e… "
30,30,2018-04-10 01:28:18,Que cena linda essa da Nadia e da Raquel! 🏻Que atrizes maravilhosas 👏👏👏  #OOutroLadoDoParaíso,1.0,1.0,1.0,1.0,30,Que cena linda essa da Nadia e da Raquel! 🏻Que atrizes maravilhosas 👏👏👏,Que cena linda essa da Nadia e da Raquel ! 🏻Que atrizes maravilhosas 👏👏👏 
31,31,2018-04-13 01:35:13,"Minha mãe dizendo aqui que faria o mesmo que a Beth está fazendo agora.... Mãe é mãe ❤️

#OOutroLadoDoParaiso",1.0,1.0,1.0,1.0,31,Minha mãe dizendo aqui que faria o mesmo que a Beth está fazendo agora.... Mãe é mãe ❤️,Minha mãe dizendo aqui que faria o mesmo que a Beth está fazendo agora ... Mãe é mãe ❤️ 
32,32,2018-04-14 01:30:40,Vou já ligar para @fragosothiago pra vir dormir comigo hoje. #OOutroLadoDoParaiso,1.0,0.0,1.0,1.0,32,Vou já ligar para  pra vir dormir comigo hoje.,Vou já ligar para pra vir dormir comigo hoje . 
33,33,2018-04-10 01:00:48,"E essa voz do Gael, hein.. MEU DEUS! #OOutroLadoDoParaiso https://t.co/06GeOAbGIn",1.0,0.0,1.0,1.0,33,"E essa voz do Gael, hein.. MEU DEUS!","E essa voz do Gael , hein ... MEU DEUS ! "
34,34,2018-04-11 23:58:36,Essa Juiza é lindaaaaa #OOutroLadoDoParaiso https://t.co/HBsqksH5j8,1.0,1.0,1.0,1.0,34,Essa Juiza é lindaaaaa,Essa Juíza é linda 
35,35,2018-04-13 01:07:42,"#OOutroLadoDoParaíso.  Este sim, vai conseguir resolver as coisas. Bruno é competente.  (E lindo.)",1.0,1.0,1.0,1.0,35,"Este sim, vai conseguir resolver as coisas. Bruno é competente.  (E lindo.)","Este sim , vai conseguir resolver as coisas . Bruno é competente . ( E lindo . ) "
36,36,2018-04-14 01:25:42,"Patrick: a
Eu: lindíssimo, quer um beijo? Eu te dou
#OOutroLadoDoParaiso",1.0,1.0,1.0,1.0,36,"Patrick: a
Eu: lindíssimo, quer um beijo? Eu te dou","Patrick : a Eu : lindíssimo , quer um beijo ? Eu te dou "
37,37,2018-04-14 00:38:44,Amor eh amor e um lance eh um lance... mas quem dispensa um lance com o amor ali atrás do posto?! #OOutroLadoDoParaíso,1.0,1.0,0.0,1.0,37,Amor eh amor e um lance eh um lance... mas quem dispensa um lance com o amor ali atrás do posto?!,Amor é amor e um Lance é um Lance ... mas quem dispensa um Lance com o amor ali atrás do posto ? ! 
38,38,2018-04-14 00:56:58,Esse sorriso de canto de boca do Gael e muito sedutor. #OOutroLadoDoParaiso,1.0,1.0,1.0,1.0,38,Esse sorriso de canto de boca do Gael e muito sedutor.,Esse sorriso de canto de boca do Gael e muito sedutor . 
39,39,2018-04-10 01:27:39,Que lindo a Nádia reconhecendo o erro e pedindo perdão a Raquel. Que cada vez mais as pessoas tenham a bênção de ev… https://t.co/Q2owyFJhgZ,1.0,1.0,1.0,1.0,39,Que lindo a Nádia reconhecendo o erro e pedindo perdão a Raquel. Que cada vez mais as pessoas tenham a bênção de ev…,Que lindo a Nádia reconhecendo o erro e pedindo perdão a Raquel . Que cada vez mais as pessoas tenham a bênção de ev… 
40,40,2018-04-13 02:04:21,"A pessoa não quer que a embuste morra, mas também não quer que o Nicolau fique com ela.
Kkkkkkk
Eu era assim... Ant… https://t.co/3EiPvyAwcx",1.0,1.0,-1.0,1.0,40,"A pessoa não quer que a embuste morra, mas também não quer que o Nicolau fique com ela.
Kkkkkkk
Eu era assim... Ant…","A pessoa não quer que a embuste morra , mas também não quer que o Nicolau fique com ela . Kkkkkkk Eu era assim ... Ant… "
41,41,2018-04-12 23:08:58,"O mundo jamais seria o mesmo depois de um encontro desses, bicho! #DeusSalveORei #OOutroLadoDoParaíso https://t.co/oi2BNYTdLU",1.0,-1.0,1.0,1.0,41,"O mundo jamais seria o mesmo depois de um encontro desses, bicho!","O mundo jamais seria o mesmo depois de um encontro desses , bicho ! "
42,42,2018-04-11 00:34:15,Samuel gostou do entregador de pizza 😂 #OOutroLadoDoParaíso,1.0,1.0,1.0,1.0,42,Samuel gostou do entregador de pizza 😂,Samuel gostou do entregador de pizza 😂 
43,43,2018-04-13 00:56:33,#OOutroLadoDoParaíso.  Caetana e sua sabedoria.,1.0,1.0,1.0,1.0,43,Caetana e sua sabedoria.,Caetano e sua sabedoria . 
44,44,2018-04-14 00:43:37,"N foi pizzaria n Adneia, foi posto de gasolina mesmo kkkkkkkkkkkkkkkk #OOutroLadoDoParaíso",1.0,1.0,0.0,1.0,44,"N foi pizzaria n Adneia, foi posto de gasolina mesmo kkkkkkkkkkkkkkkk","Não foi pizzaria não Ateneia , foi posto de gasolina mesmo kkkkkkkkkkkkkkkk "
45,45,2018-04-12 00:00:36,Ah gente mas a raquel ta certa #OOutroLadoDoParaíso,1.0,1.0,1.0,1.0,45,Ah gente mas a raquel ta certa,Ah gente mas a Raquel está certa 
46,46,2018-04-11 01:33:16,"Queria um Xodó só pra mim ❤
#OOutroLadoDoParaiso",1.0,0.0,1.0,1.0,46,Queria um Xodó só pra mim ❤,Queria um Xodó só pra mim ❤ 
47,47,2018-04-13 01:24:01,"META DE VIDA
Chegar num hotel e escolher a suíte luxo igual o Patrick
#OOutroLadoDoParaíso",1.0,1.0,1.0,1.0,47,"META DE VIDA
Chegar num hotel e escolher a suíte luxo igual o Patrick",META DE VIDA Chegar num hotel e escolher a suíte luxo igual o Patrick 
48,48,2018-04-12 00:20:30,"""Vc ama a Adriana???? Vamos ao hospital ver se você é compatível ou não.""
Beth 10000000000000 X 0 Jô… https://t.co/VWwtkfDonn",1.0,0.0,1.0,1.0,48,"""Vc ama a Adriana???? Vamos ao hospital ver se você é compatível ou não.""
Beth 10000000000000 X 0 Jô…",""" você ama a Adriana ? ? ? ? Vamos ao hospital ver se você é compatível ou não . "" Beth 10000000000000 X 0 Jô… "
49,49,2018-04-13 00:50:30,Beth fez o que o Brasil todo queria!!! Eu te veneroooo #OOutroLadoDoParaiso,1.0,1.0,1.0,1.0,49,Beth fez o que o Brasil todo queria!!! Eu te veneroooo,Beth fez o que o Brasil todo queria ! ! ! Eu te venero 
50,50,2018-04-14 00:58:32,"Gael pediu dinheiro pra Sophia,  ela disse que tinha um porquinho, pegou dois bolos de 100 e deu a ele 😂😂😂 #OOutroLadoDoParaíso",1.0,1.0,1.0,1.0,50,"Gael pediu dinheiro pra Sophia,  ela disse que tinha um porquinho, pegou dois bolos de 100 e deu a ele 😂😂😂","Gael pediu dinheiro pra Sophia , ela disse que tinha um porquinho , pegou dois bolos de 100 e deu a ele 😂😂😂 "
51,51,2018-04-10 00:26:00,"Clara e Patrick se vendo pela primeira vez ❤️❤️
#OOutroLadoDoParaiso
#Clarick
#TeAmamosPatrick",1.0,1.0,1.0,1.0,51,Clara e Patrick se vendo pela primeira vez ❤️❤️,Clara e Patrick se vendo pela primeira vez ❤️❤️ 
52,52,2018-04-13 01:29:46,Ele te ama muler #OOutroLadoDoParaíso,1.0,1.0,0.0,1.0,52,Ele te ama muler,Ele te ama mulher 
53,53,2018-04-12 01:47:24,"Fabiana: talvez eu aceite um suco...
Clara: você quer tomar um suco? - Vai tomar na sua casa!...

Ah, essa conversa… https://t.co/VR1Jl42MsS",1.0,0.0,1.0,1.0,53,"Fabiana: talvez eu aceite um suco...
Clara: você quer tomar um suco? - Vai tomar na sua casa!...

Ah, essa conversa…","Fabiana : talvez eu aceite um suco ... Clara : você quer tomar um suco ? - Vai tomar na sua casa ! ... ah , essa conversa… "
54,54,2018-04-12 00:18:44,"Jô tomando dois coices ao mesmo tempo! Kkk 

#OOutroLadoDoParaíso",1.0,1.0,1.0,1.0,54,Jô tomando dois coices ao mesmo tempo! Kkk,Jô tomando dois coices ao mesmo tempo ! Kcs 
55,55,2018-04-11 00:42:55,"A Suzy já percebeu que ela perdeu a batalha pra homem kkkkkk 

#OOutroLadoDoParaiso",1.0,0.0,1.0,1.0,55,A Suzy já percebeu que ela perdeu a batalha pra homem kkkkkk,A Suzi já percebeu que ela perdeu a batalha pra homem kkkkkk 
56,56,2018-04-11 01:27:30,isso aí Raquel pra macho frouxo e arrependido dá gelooo #OOutroLadoDoParaíso,1.0,0.0,1.0,1.0,56,isso aí Raquel pra macho frouxo e arrependido dá gelooo,Isso aí Raquel pra macho frouxo e arrependido dá gelo 
57,57,2018-04-11 00:48:07,Hahahahah #OOutroLadoDoParaíso,1.0,0.0,1.0,1.0,57,Hahahahah,Hahahahah 
58,58,2018-04-11 01:30:31,"A cara do Patrick, rei #OOutroLadoDoParaíso",1.0,0.0,1.0,1.0,58,"A cara do Patrick, rei","A cara do Patrick , rei "
59,59,2018-04-12 00:02:05,Isso ai xodó #OOutroLadoDoParaíso,1.0,1.0,1.0,1.0,59,Isso ai xodó,Isso ai xodó 
60,60,2018-04-13 01:28:49,Já pode trazer a placa de cidadão de honra de Palmas pro Patrick pq ele vai morar lá com a clara forever 😄 #Clarick #OOutroLadoDoParaíso,1.0,1.0,1.0,1.0,60,Já pode trazer a placa de cidadão de honra de Palmas pro Patrick pq ele vai morar lá com a clara forever 😄,Já pode trazer a placa de cidadão de honra de Palmas pro Patrick porque ele vai morar lá com a clara Forever 😄 
61,61,2018-04-12 00:18:39,"Beth 100000000000000000 x 0 Jô
#OOutroLadoDoParaíso",1.0,0.0,1.0,1.0,61,Beth 100000000000000000 x 0 Jô,Beth 100000000000000000 x 0 Jô 
62,62,2018-04-12 00:30:00,ainda bem que a embuste da Jô foi desmascarada tomara que agora a Dri seja legal com a Beth #OOutroLadoDoParaíso,1.0,1.0,1.0,1.0,62,ainda bem que a embuste da Jô foi desmascarada tomara que agora a Dri seja legal com a Beth,Ainda bem que a embuste da Jô foi desmascarada tomara que agora a Tri seja legal com a Beth 
63,63,2018-04-10 01:26:48,#OOutroLadoDoParaíso eu aceitaria desculpas de Nadia assim 😁😁 https://t.co/AdrV2Q9Wif,1.0,1.0,1.0,1.0,63,eu aceitaria desculpas de Nadia assim 😁😁,Eu aceitaria desculpas de Nadia assim 😁😁 
64,64,2018-04-14 01:09:12,#OOutroLadoDoParaíso Nesse puteiro tem de tudo kkkkk,1.0,1.0,1.0,1.0,64,Nesse puteiro tem de tudo kkkkk,Nesse padeiro tem de tudo kkkkk 
65,65,2018-04-12 00:09:19,"Gael descobrindo a verdade, esse momento é todo nosso #OoutroLadoDoParaiso",1.0,1.0,1.0,1.0,65,"Gael descobrindo a verdade, esse momento é todo nosso","Gael descobrindo a verdade , esse momento é todo nosso "
66,66,2018-04-13 01:30:55,Que tapa na cara da Adriana #OOutroLadoDoParaíso,1.0,0.0,1.0,1.0,66,Que tapa na cara da Adriana,Que tapa na cara da Adriana 
67,67,2018-04-12 00:09:29,"Ahhhhhh xodó lindo, gostoso 😍😍😍😍❤️ #OoutroLadoDoParaiso  contanto tudo",1.0,1.0,1.0,1.0,67,"Ahhhhhh xodó lindo, gostoso 😍😍😍😍❤️   contanto tudo","Ahhhhhh xodó lindo , gostoso 😍😍😍😍❤️ contanto tudo "
68,68,2018-04-12 00:25:00,Samuel ❤️ #OOutroLadoDoParaíso,1.0,1.0,1.0,1.0,68,Samuel ❤️,Samuel ❤️ 
69,69,2018-04-11 01:14:26,"Mais uma quenga abandonando o bordel...
Vou procurar emprego lá!!!
#OOutroLadodoParaiso",1.0,0.0,1.0,1.0,69,"Mais uma quenga abandonando o bordel...
Vou procurar emprego lá!!!",Mais uma quenga abandonando o bordel ... Vou procurar emprego lá ! ! ! 
70,70,2018-04-11 01:15:14,"Esse puteiro é mais casamenteiro q muitas agências de casamento por aí.
🤣🤣🤣
#OOutroLadoDoParaíso",1.0,0.0,1.0,1.0,70,"Esse puteiro é mais casamenteiro q muitas agências de casamento por aí.
🤣🤣🤣",Esse padeiro é mais casamenteiro que muitas agências de casamento por aí . 🤣🤣🤣 
71,71,2018-04-11 00:47:16,#OOutroLadoDoParaíso NADIA SAFADAAAA ADOROO 🌚❤,1.0,0.0,1.0,1.0,71,NADIA SAFADAAAA ADOROO 🌚❤,Nadia SAFADAAAA Adoro 🌚❤ 
72,72,2018-04-14 01:21:15,"Eita a Desirée quer afogar o ganso com o Juvenal 😂😂
#OOutroLadoDoParaíso",1.0,0.0,1.0,1.0,72,Eita a Desirée quer afogar o ganso com o Juvenal 😂😂,Eta a Desiree quer afogar o ganso com o Juvenal 😂😂 
73,73,2018-04-13 00:57:49,"quando dona Caetana aparece eu fico tão encantada quanto comer acarajé 
#OOutroLadoDoParaíso",0.0,1.0,1.0,1.0,73,quando dona Caetana aparece eu fico tão encantada quanto comer acarajé,Quando dona Caetano aparece eu fico tão encantada quanto comer acarajé 
74,74,2018-04-13 01:20:03,calma Amaro.. se não da certo essa cirurgia vc pode vim pro df e virar motorista de ônibus #OOutroLadoDoParaiso,1.0,1.0,0.0,1.0,74,calma Amaro.. se não da certo essa cirurgia vc pode vim pro df e virar motorista de ônibus,Calma Amaro ... se não da certo essa cirurgia você pode vim pro df e virar motorista de ônibus 
75,75,2018-04-11 01:30:19,Amo Fernandinha Rodrigues desde Malhação 😍 #OOutroLadoDoParaiso,1.0,0.0,1.0,1.0,75,Amo Fernandinha Rodrigues desde Malhação 😍,Amo Fernandinho Rodrigues desde Malhação 😍 
76,76,2018-04-10 01:33:08,"Alguém pelo amor de Deus me diz aonde fica o barracão da dona Mercedes e quanto custa a consulta, preciso 
#OOutroLadoDoParaiso",1.0,0.0,1.0,1.0,76,"Alguém pelo amor de Deus me diz aonde fica o barracão da dona Mercedes e quanto custa a consulta, preciso","Alguém pelo amor de Deus me diz aonde fica o barracão da dona Mercedes e quanto custa a consulta , preciso "
77,77,2018-04-11 01:13:36,"Bordel vai ficar vazio👰👰
#OOutroLadoDoParaíso",1.0,0.0,1.0,1.0,77,Bordel vai ficar vazio👰👰,Bordel vai ficar vazio👰👰 
78,78,2018-04-13 01:36:24,"Beth sendo GLÓRIA PIRES,  mãe! #GloriaPires 💗💗💗💗 #gloriananovela @gloriapires  #OOutroLadodoParaíso",1.0,1.0,1.0,1.0,78,"Beth sendo GLÓRIA PIRES,  mãe!  💗💗💗💗","Beth sendo GLÓRIA PIRES , mãe ! 💗💗💗💗 "
79,79,2018-04-10 01:25:49,Raquel é mt amorzinho #OOutroLadoDoParaíso,1.0,1.0,1.0,1.0,79,Raquel é mt amorzinho,Raquel é muito amorzinho 
80,80,2018-04-13 00:39:50,"""Você é muito cheio de diplomacia"" Beth de forma chique chamando o Henrique de banana RS RS #OOutroLadoDoParaíso",1.0,1.0,1.0,1.0,80,"""Você é muito cheio de diplomacia"" Beth de forma chique chamando o Henrique de banana RS RS",""" Você é muito cheio de diplomacia "" Beth de forma chique chamando o Henrique de banana risos risos "
81,81,2018-04-14 01:23:22,Renan cuidando da Beth &lt;3 #OOutroLadodoParaíso,1.0,1.0,1.0,1.0,81,Renan cuidando da Beth &lt;3,Renan cuidando da Beth &lt ; 3 
82,82,2018-04-12 00:16:15,"Cada dia q passa o Gael se torna o homem que nasceu para ser.
#OOutroLadoDoParaiso",1.0,1.0,1.0,1.0,82,Cada dia q passa o Gael se torna o homem que nasceu para ser.,Cada dia que passa o Gael se torna o homem que nasceu para ser . 
83,83,2018-04-10 01:13:52,Uma Santa de Altar kkkkkkkkk SOCORRO essa Nadia #OOutroLadodoParaíso,1.0,0.0,1.0,1.0,83,Uma Santa de Altar kkkkkkkkk SOCORRO essa Nadia,Uma Santa de Altar kkkkkkkkk SOCORRO essa Nadia 
84,84,2018-04-13 01:11:20,"""DEIXA QUE EU SEGURO AS PONTAS POR AQUI""

Ai Gael,  me chama de Clara e vem falar isso aqui em casa..… https://t.co/3jP2i9i5xY",1.0,0.0,1.0,1.0,84,"""DEIXA QUE EU SEGURO AS PONTAS POR AQUI""

Ai Gael,  me chama de Clara e vem falar isso aqui em casa..…",""" DEIXA QUE EU SEGURO AS PONTAS POR AQUI "" Ai Gael , me chama de Clara e vem falar isso aqui em casa ... … "
85,85,2018-04-12 00:26:10,"Jô compatível!!! Vem tombo da Adriana mais que merecido!!!!! 
👏👏👏 #OOutroLadoDoParaíso https://t.co/1q9SkqULtZ",1.0,1.0,1.0,1.0,85,"Jô compatível!!! Vem tombo da Adriana mais que merecido!!!!! 
👏👏👏",Jô compatível ! ! ! Vem tombo da Adriana mais que merecido ! ! ! ! ! 👏👏👏 
86,86,2018-04-10 00:56:22,Receba Jo!!!! Ae Henrique 👏🏻👏🏻👏🏻👏🏻 #OOutroLadoDoParaiso,0.0,1.0,1.0,1.0,86,Receba Jo!!!! Ae Henrique 👏🏻👏🏻👏🏻👏🏻,Receba Jô ! ! ! ! aí Henrique 👏🏻👏🏻👏🏻👏🏻 
87,87,2018-04-11 00:28:46,Dona mercedes e aqueles spolier 10/10 #OOutroLadoDoParaíso https://t.co/peCMA3xT7c,1.0,0.0,1.0,1.0,87,Dona mercedes e aqueles spolier 10/10,Dona Mercedes e aqueles espoliar 10/10 
88,88,2018-04-10 01:15:00,Tem amores que parece sarampo. Chega dá aquele estresse e depois passa. HAHAHA #OOutroLadoDoParaiso,1.0,-1.0,1.0,1.0,88,Tem amores que parece sarampo. Chega dá aquele estresse e depois passa. HAHAHA,Tem amores que parece sarampo . Chega dá aquele estresse e depois passa . Havana 
89,89,2018-04-10 01:29:19,"QUE ENTREGADOR DE PIZZA É ESSE 

SOCORRO

#OOutroLadoDoParaíso",1.0,0.0,1.0,1.0,89,"QUE ENTREGADOR DE PIZZA É ESSE 

SOCORRO",QUE ENTREGADOR DE PIZZA É ESSE SOCORRO 
90,90,2018-04-12 00:30:14,Esperando A CARA DA ADRIANA vendo Jô recusar a doação. #OOutroLadodoParaíso,1.0,0.0,1.0,1.0,90,Esperando A CARA DA ADRIANA vendo Jô recusar a doação.,Esperando A CARA DA Adriana vendo Jô recusar a doação . 
91,91,2018-04-12 00:29:41,"Jô, muito obrigada por não doar o rim pra Adriana. #OOutroLadoDoParaiso https://t.co/NSductcj5E",1.0,1.0,1.0,1.0,91,"Jô, muito obrigada por não doar o rim pra Adriana.","Jô , muito obrigada por não doar o rim pra Adriana . "
92,92,2018-04-11 01:33:05,O Patrick enxotou o renato 😄👏🏼👏🏼👏🏼👏🏼 #Clarick #OOutroLadoDoParaíso,1.0,0.0,1.0,1.0,92,O Patrick enxotou o renato 😄👏🏼👏🏼👏🏼👏🏼,O Patrick enxotou o Renato 😄👏🏼👏🏼👏🏼👏🏼 
93,93,2018-04-10 00:46:31,Meu Clarick ! #OOutroLadoDoParaiso https://t.co/vpMpBXGTIT,1.0,0.0,1.0,1.0,93,Meu Clarick !,Meu Clarice ! 
94,94,2018-04-11 01:29:08,A bicha é afrontosa mesmo. Fabiana vai na casa da inimiga pra pisar. Nem gosto 😂😂😂 #OOutroLadoDoParaíso https://t.co/y0eyIAKTac,1.0,0.0,1.0,1.0,94,A bicha é afrontosa mesmo. Fabiana vai na casa da inimiga pra pisar. Nem gosto 😂😂😂,A bicha é afrontosa mesmo . Fabiana vai na casa da inimiga pra pisar . Nem gosto 😂😂😂 
