date,text,nagisa_score,laura_score,elisa_score,concordancy
2018-04-13 01:07:42,"#OOutroLadoDoParaíso.  Este sim, vai conseguir resolver as coisas. Bruno é competente.  (E lindo.)",1,1,1,1
2018-04-14 01:25:42,"Patrick: a
Eu: lindíssimo, quer um beijo? Eu te dou
#OOutroLadoDoParaiso",1,1,1,1
2018-04-14 00:38:44,Amor eh amor e um lance eh um lance... mas quem dispensa um lance com o amor ali atrás do posto?! #OOutroLadoDoParaíso,1,1,0,1
2018-04-14 00:56:58,Esse sorriso de canto de boca do Gael e muito sedutor. #OOutroLadoDoParaiso,1,1,1,1
2018-04-10 01:27:39,Que lindo a Nádia reconhecendo o erro e pedindo perdão a Raquel. Que cada vez mais as pessoas tenham a bênção de ev… https://t.co/Q2owyFJhgZ,1,1,1,1
2018-04-13 02:04:21,"A pessoa não quer que a embuste morra, mas também não quer que o Nicolau fique com ela.
Kkkkkkk
Eu era assim... Ant… https://t.co/3EiPvyAwcx",1,1,-1,1
2018-04-12 23:08:58,"O mundo jamais seria o mesmo depois de um encontro desses, bicho! #DeusSalveORei #OOutroLadoDoParaíso https://t.co/oi2BNYTdLU",1,-1,1,1
2018-04-11 00:34:15,Samuel gostou do entregador de pizza 😂 #OOutroLadoDoParaíso,1,1,1,1
2018-04-13 00:56:33,#OOutroLadoDoParaíso.  Caetana e sua sabedoria.,1,1,1,1
2018-04-14 00:43:37,"N foi pizzaria n Adneia, foi posto de gasolina mesmo kkkkkkkkkkkkkkkk #OOutroLadoDoParaíso",1,1,0,1
2018-04-12 00:00:36,Ah gente mas a raquel ta certa #OOutroLadoDoParaíso,1,1,1,1
2018-04-11 01:33:16,"Queria um Xodó só pra mim ❤
#OOutroLadoDoParaiso",1,0,1,1
2018-04-13 01:24:01,"META DE VIDA
Chegar num hotel e escolher a suíte luxo igual o Patrick
#OOutroLadoDoParaíso",1,1,1,1
2018-04-12 00:20:30,"""Vc ama a Adriana???? Vamos ao hospital ver se você é compatível ou não.""
Beth 10000000000000 X 0 Jô… https://t.co/VWwtkfDonn",1,0,1,1
2018-04-13 00:50:30,Beth fez o que o Brasil todo queria!!! Eu te veneroooo #OOutroLadoDoParaiso,1,1,1,1
2018-04-14 00:58:32,"Gael pediu dinheiro pra Sophia,  ela disse que tinha um porquinho, pegou dois bolos de 100 e deu a ele 😂😂😂 #OOutroLadoDoParaíso",1,1,1,1
2018-04-10 00:26:00,"Clara e Patrick se vendo pela primeira vez ❤️❤️
#OOutroLadoDoParaiso
#Clarick
#TeAmamosPatrick",1,1,1,1
2018-04-13 01:29:46,Ele te ama muler #OOutroLadoDoParaíso,1,1,0,1
2018-04-12 01:47:24,"Fabiana: talvez eu aceite um suco...
Clara: você quer tomar um suco? - Vai tomar na sua casa!...

Ah, essa conversa… https://t.co/VR1Jl42MsS",1,0,1,1
2018-04-12 00:18:44,"Jô tomando dois coices ao mesmo tempo! Kkk 

#OOutroLadoDoParaíso",1,1,1,1
2018-04-11 00:42:55,"A Suzy já percebeu que ela perdeu a batalha pra homem kkkkkk 

#OOutroLadoDoParaiso",1,0,1,1
2018-04-11 01:27:30,isso aí Raquel pra macho frouxo e arrependido dá gelooo #OOutroLadoDoParaíso,1,0,1,1
2018-04-11 00:48:07,Hahahahah #OOutroLadoDoParaíso,1,0,1,1
2018-04-11 01:30:31,"A cara do Patrick, rei #OOutroLadoDoParaíso",1,0,1,1
2018-04-12 00:02:05,Isso ai xodó #OOutroLadoDoParaíso,1,1,1,1
2018-04-13 01:28:49,Já pode trazer a placa de cidadão de honra de Palmas pro Patrick pq ele vai morar lá com a clara forever 😄 #Clarick #OOutroLadoDoParaíso,1,1,1,1
2018-04-12 00:18:39,"Beth 100000000000000000 x 0 Jô
#OOutroLadoDoParaíso",1,0,1,1
2018-04-12 00:30:00,ainda bem que a embuste da Jô foi desmascarada tomara que agora a Dri seja legal com a Beth #OOutroLadoDoParaíso,1,1,1,1
2018-04-10 01:26:48,#OOutroLadoDoParaíso eu aceitaria desculpas de Nadia assim 😁😁 https://t.co/AdrV2Q9Wif,1,1,1,1
2018-04-14 01:09:12,#OOutroLadoDoParaíso Nesse puteiro tem de tudo kkkkk,1,1,1,1
2018-04-12 00:09:19,"Gael descobrindo a verdade, esse momento é todo nosso #OoutroLadoDoParaiso",1,1,1,1
2018-04-13 01:30:55,Que tapa na cara da Adriana #OOutroLadoDoParaíso,1,0,1,1
2018-04-12 00:09:29,"Ahhhhhh xodó lindo, gostoso 😍😍😍😍❤️ #OoutroLadoDoParaiso  contanto tudo",1,1,1,1
2018-04-12 00:25:00,Samuel ❤️ #OOutroLadoDoParaíso,1,1,1,1
2018-04-11 01:14:26,"Mais uma quenga abandonando o bordel...
Vou procurar emprego lá!!!
#OOutroLadodoParaiso",1,0,1,1
2018-04-11 01:15:14,"Esse puteiro é mais casamenteiro q muitas agências de casamento por aí.
🤣🤣🤣
#OOutroLadoDoParaíso",1,0,1,1
2018-04-11 00:47:16,#OOutroLadoDoParaíso NADIA SAFADAAAA ADOROO 🌚❤,1,0,1,1
2018-04-14 01:21:15,"Eita a Desirée quer afogar o ganso com o Juvenal 😂😂
#OOutroLadoDoParaíso",1,0,1,1
2018-04-13 00:57:49,"quando dona Caetana aparece eu fico tão encantada quanto comer acarajé 
#OOutroLadoDoParaíso",0,1,1,1
2018-04-13 01:20:03,calma Amaro.. se não da certo essa cirurgia vc pode vim pro df e virar motorista de ônibus #OOutroLadoDoParaiso,1,1,0,1
2018-04-11 01:30:19,Amo Fernandinha Rodrigues desde Malhação 😍 #OOutroLadoDoParaiso,1,0,1,1
2018-04-10 01:33:08,"Alguém pelo amor de Deus me diz aonde fica o barracão da dona Mercedes e quanto custa a consulta, preciso 
#OOutroLadoDoParaiso",1,0,1,1
2018-04-11 01:13:36,"Bordel vai ficar vazio👰👰
#OOutroLadoDoParaíso",1,0,1,1
2018-04-13 01:36:24,"Beth sendo GLÓRIA PIRES,  mãe! #GloriaPires 💗💗💗💗 #gloriananovela @gloriapires  #OOutroLadodoParaíso",1,1,1,1
2018-04-10 01:25:49,Raquel é mt amorzinho #OOutroLadoDoParaíso,1,1,1,1
2018-04-13 00:39:50,"""Você é muito cheio de diplomacia"" Beth de forma chique chamando o Henrique de banana RS RS #OOutroLadoDoParaíso",1,1,1,1
2018-04-14 01:23:22,Renan cuidando da Beth &lt;3 #OOutroLadodoParaíso,1,1,1,1
2018-04-12 00:16:15,"Cada dia q passa o Gael se torna o homem que nasceu para ser.
#OOutroLadoDoParaiso",1,1,1,1
2018-04-10 01:13:52,Uma Santa de Altar kkkkkkkkk SOCORRO essa Nadia #OOutroLadodoParaíso,1,0,1,1
2018-04-13 01:11:20,"""DEIXA QUE EU SEGURO AS PONTAS POR AQUI""

Ai Gael,  me chama de Clara e vem falar isso aqui em casa..… https://t.co/3jP2i9i5xY",1,0,1,1
2018-04-12 00:26:10,"Jô compatível!!! Vem tombo da Adriana mais que merecido!!!!! 
👏👏👏 #OOutroLadoDoParaíso https://t.co/1q9SkqULtZ",1,1,1,1
2018-04-10 00:56:22,Receba Jo!!!! Ae Henrique 👏🏻👏🏻👏🏻👏🏻 #OOutroLadoDoParaiso,0,1,1,1
2018-04-11 00:28:46,Dona mercedes e aqueles spolier 10/10 #OOutroLadoDoParaíso https://t.co/peCMA3xT7c,1,0,1,1
2018-04-10 01:15:00,Tem amores que parece sarampo. Chega dá aquele estresse e depois passa. HAHAHA #OOutroLadoDoParaiso,1,-1,1,1
2018-04-10 01:29:19,"QUE ENTREGADOR DE PIZZA É ESSE 

SOCORRO

#OOutroLadoDoParaíso",1,0,1,1
2018-04-12 00:30:14,Esperando A CARA DA ADRIANA vendo Jô recusar a doação. #OOutroLadodoParaíso,1,0,1,1
2018-04-12 00:29:41,"Jô, muito obrigada por não doar o rim pra Adriana. #OOutroLadoDoParaiso https://t.co/NSductcj5E",1,1,1,1
2018-04-11 01:33:05,O Patrick enxotou o renato 😄👏🏼👏🏼👏🏼👏🏼 #Clarick #OOutroLadoDoParaíso,1,0,1,1
2018-04-10 00:46:31,Meu Clarick ! #OOutroLadoDoParaiso https://t.co/vpMpBXGTIT,1,0,1,1
2018-04-11 01:29:08,A bicha é afrontosa mesmo. Fabiana vai na casa da inimiga pra pisar. Nem gosto 😂😂😂 #OOutroLadoDoParaíso https://t.co/y0eyIAKTac,1,0,1,1
2018-04-14 00:41:04,"""Samuel voce nao passou em pizzaria nao né"" kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk Samuel ta melhor q eu #OOutroLadoDoParaíso",1,0,1,1
2018-04-14 00:38:06,"Cido e Samuel... ahhhhh 😍

#OOutroLadoDoParaíso",1,1,1,1
2018-04-10 01:26:42,Perdão! Palavra muito difícil de ser dita para outra pessoa! Nadia mandou bem! 👏🏻👏🏻👏🏻 #OOutroLadoDoParaíso,1,1,1,1
2018-04-13 00:50:53,"Tá doendo Jô? kkkk
#OOutroLadoDoParaíso",1,1,1,1
2018-04-11 01:14:50,O bordel vai ficar sem mulher KKKKKKKKKKKKKK #OoutroLadoDoParaíso,1,0,1,1
2018-04-12 00:04:23,"A carta na manga do Patrick é a Beatriz q vai aparecer vivíssima, certeza #OOutroLadoDoParaíso",1,1,0,1
2018-04-12 00:35:33,"Acharam o seu escalpo @oJulianoCazarre kkkkkkkk

#OoutroLadoDoParaíso",1,1,1,1
2018-04-13 00:51:53,Amo que a Gloria enche a mão #OoutroLadoDoParaíso https://t.co/nFWK0u7rF8,1,1,1,1
2018-04-14 23:26:53,Xodó do céu #OOutroLadoDoParaiso https://t.co/bRwjzYfHOe,0,1,1,1
2018-04-14 00:38:42,A cara de felicidade do Samuel em saber que vai ter feedback com o Ciro kkkkkkkkkkkkk #OOutroLadoDoParaíso,1,0,1,1
2018-04-13 01:10:16,"O Fábio Assunção ta parecendo um lobo com esse tanto de pêlo, mas eu pegava, continua muito gato #OndeNascemOsFortes #OOutroLadoDoParaíso",1,0,1,1
2018-04-10 01:28:53,HAHAHAHHAHAHHH NÃO AGUENTO ESSE SAMUEL #OOutroLadoDoParaíso,1,0,1,1
2018-04-11 00:36:10,"Samuel na novela , é eu na vida hahahah 😂😂😂 #OOutroLadoDoParaíso",1,0,1,1
2018-04-13 14:28:24,@DanieliNunes11 ALGUÉM CHAMA O SAMU PORQUE NAO TO BEMMMMM😂😂😂😂😂❤❤❤❤❤ #Clarick @fragosothiago @celaangel #OOutroLadoDoParaiso,1,1,1,1
2018-04-10 00:33:38,"Eu não canso de dizer que Laura Cardoso e maravilhosa demais, pqp #OOutroLadoDoParaiso",1,1,1,1
2018-04-10 01:28:55,"Samuel é muito engraçado kkkkkkkkkkk
Cura gay porra nenhuma, ele parece que está pior do que antes 😂 #OOutroLadoDoParaíso",1,1,1,1
2018-04-13 01:30:39,Cabelo do Nicolau Hahahaha #OOutroLadoDoParaiso https://t.co/PmyoHwh9kS,1,1,1,1
2018-04-13 00:58:15,#OOutroLadodoParaíso não aceito a beleza da Leandra. Que bixa linda credo,1,-1,1,1
2018-04-10 01:28:59,Meninas... Que entregador de pizza é esse hein #OOutroLadoDoParaiso,1,1,1,1
2018-04-12 00:26:11,Jô KKKKKKKKKKKKKKK #OOutroLadoDoParaiso,1,1,1,1
2018-04-11 01:27:53,que fora KKKKKKKKKKKK PISA MENOS CLARA #OOutroLadoDoParaiso,1,0,1,1
2018-04-10 00:29:40,Patrick você merece O MUNDO #OOutroLadoDoParaíso,1,1,1,1
2018-04-14 01:09:02,Mariano meu amor sabia que tu estava vivo #OOutroLadoDoParaiso,1,1,0,1
2018-04-13 01:24:13,"Vey essa novela tá muito boa, só acho que não é necessário intervalos #OOutroLadoDoParaiso",1,1,1,1
2018-04-14 00:22:52,"Beth convencendo três médicos, o poder de uma mãe. #OOutroLadoDoParaíso",1,1,0,1
2018-04-10 01:27:48,Nádia pedindo perdão a Raquel... Que cena linda! Chega de Racismo!  #OOutroLadoDoParaiso,1,1,1,1
2018-04-14 00:34:56,Acho que eu subestimei o Bruno #OOutroLadoDoParaiso,1,0,1,1
2018-04-13 08:08:42,"Meu Deus, que homem é esse Patrick!! #OOutroLadoDoParaiso",1,1,1,1
2018-04-14 01:28:31,SABIA QUE ERA A SIMONE IRMA DO FABIAN KKKKKKKKKKKKKKKK SOCORRO #OOutroLadoDoParaíso,1,-1,1,1
2018-04-13 01:16:34,Que cena fofa do Gael e Clara S2 #OOutroLadoDoParaiso,1,-1,1,1
2018-04-13 00:52:02,"Tapão, adorei #OoutroLadoDoParaíso",1,1,1,1
2018-04-10 01:20:16,Chegou o Grande  momento #OOutroLadoDoParaiso #bruquel,1,1,1,1
2018-04-12 00:21:38,"SEDENTO PELO TOMBO DA ADRIANA, JÔ NÃO DOARÁ O RIM PARA ELA.
ESSE MOMENTO VAI SER APENAS MEUUU
#OOutroLadoDoParaíso https://t.co/NV7hyuzDT0",1,0,1,1
2018-04-10 00:57:42,Jô sendo desmacarada kakakakakakaka ADORO #OOutroLadoDoParaiso https://t.co/z4EPdLdjgK,1,1,1,1
2018-04-10 01:28:29,Samuel provando que cura gay não existe #OOutroLadoDoParaiso,1,0,1,1
2018-04-11 01:28:42,"Você quer suco?  Vá tomar suco na sua casa!😂😂😂😂😂😂😂
#OOutroLadoDoParaíso",1,0,1,1
2018-04-10 01:30:26,"Não tem uns entregador de pizza assim aqui não hahahaha 
#OOutroLadoDoParaíso",1,0,1,1
2018-04-12 00:34:30,"Única coisa que não podemos reclamar dessa novela,é a trilha sonora,pq está impecável.  

#OOutroLadoDoParaíso https://t.co/c6KjJRLSHH",1,1,1,1
2018-04-14 01:49:06,Kero! #OOutroLadoDoParaíso https://t.co/6Go0fU2QRc,1,0,1,1
2018-04-14 15:11:55,MEU CLARICK TÁ VÍVISSIMO #OOutroLadoDoParaíso https://t.co/8ZD5Vv4GLy,1,1,1,1
2018-04-13 00:53:59,"Amor de mãe mesmo, né? Mesmo sendo humilhada pela menina... #OOutroLadoDoParaíso https://t.co/c1WwAxjJDu",1,1,0,1
2018-04-13 01:37:12,Se um dia eu critiquei o Gael eu não lembro rs #OOutroLadoDoParaiso https://t.co/U856CmPK4g,1,0,1,1
2018-04-10 01:05:05,Estela já saiu puxando o boy KKKKKKK #OOutroLadoDoParaiso,1,0,1,1
2018-04-10 01:04:46,Ususushshshshshshshsjshsjsj esse Gael #OOutroLadodoParaiso,1,0,1,1
2018-04-12 00:23:37,"Vai Jô,doa teu rins pra tua filha amada kkk #OOutroLadoDoParaíso",1,1,1,1
2018-04-11 00:41:58,SHIPEEEEEEEEI #OoutroLadoDoParaíso haahahahaha,1,0,1,1
2018-04-13 00:56:39,Um absurdo! Eu fumo e sou boazinha 🌹 #OOutroLadoDoParaíso https://t.co/GnzWSqAq08,1,1,0,1
2018-04-12 00:33:33,"Como vamos shippar, Leandrael GaeLeandra? #OOutroLadoDoParaíso https://t.co/rOiHTClTrV",1,1,0,1
2018-04-12 00:25:42,Aaaaaaaah máscara caiu  #OOutroLadoDoParaíso,1,0,1,1
2018-04-13 01:17:43,Não perca a esperança Amaro!!  #OOutroLadoDoParaíso,1,1,0,1
2018-04-14 00:55:02,"""vamos fazer um sanduíche?""
""Eu prefiro um bj"" 
AAAAAAAAA benan #OOutroLadodoParaíso",1,1,1,1
2018-04-10 01:29:09,Aonde eu moro não tem entregador de pizza assim não kkkkkkkkkk #OOutroLadoDoParaíso,1,0,1,1
2018-04-13 01:30:41,"A mina não dá bola pro cara,
Ai ele resolve doar um Rim pra ela...
Brother kkkkkkkk 😂 #OOutroLadoDoParaiso",1,1,0,1
2018-04-10 01:24:44,"Nádia pedindo perdãoooo pra Raqueeeel, momento HISTÓRICO, ja tava na hora ja #OOutroLadoDoParaíso",1,0,1,1
2018-04-10 00:44:11,"Amoooô as cenas do Samuel kkkkkkkkk

#OOutroLadoDoParaiso",1,1,1,1
2018-04-12 00:33:57,"Esse Xodó é uma gracinha né 
#OOutroLadoDoParaiso",1,1,1,1
2018-04-11 00:36:36,Não pq aqui nunca vai entregador de pizza bonito #OOutroLadoDoParaíso https://t.co/eCBdV5BV2a,1,0,1,1
2018-04-10 01:30:36,"Nunca que aparece um entregador de pizza gato desse aqui na minha cidade, triste realidade #OOutroLadoDoParaíso",1,-1,1,1
2018-04-11 00:48:22,SOCORROOOOO NADIA HAHAHAHA #OoutroLadoDoParaíso,1,0,1,1
2018-04-10 01:06:01,#OOutroLadoDoParaiso Gael deu uma mitada agr kkkkkkkkkkkkkl tenso,1,-1,1,1
2018-04-12 00:26:11,"Tomaaaaa Adriana , baba ovo de Jô agr  #OOutroLadoDoParaiso",1,-1,1,1
2018-04-10 00:41:08,Fernanda Rodrigues de volta à TV é uma das melhores coisas que essa novela proporcionou #OOutroLadoDoParaíso,1,1,1,1
2018-04-14 01:26:11,Patrick e seu caderninho de anotações &lt;3 #OOutroLadoDoParaíso,1,1,1,1
2018-04-12 00:36:05,"Ferrou Sophia 😎, Gaelzinho tá na tua cola #OOutroLadoDoParaíso",1,-1,1,1
2018-04-13 01:08:13,"#OOutroLadoDoParaíso
PATRICK É UM HOMÃO",1,1,1,1
2018-04-12 00:06:51,"Que falta me faz um Xodó 
#OOutroLadoDoParaíso https://t.co/DLGgh0HVOt",1,0,1,1
2018-04-13 00:49:50,Bárbara Paz faz um papel de maluca como ninguém hahahahahahahaha #OOutroLadoDoParaíso,1,1,1,1
2018-04-14 00:51:16,Morta com o trocadinho que a Sophia deu pro Gael. Jesuuuus kkkkk #ooutroladodoparaíso,1,0,1,1
2018-04-13 01:30:30,"""Ela se recusou a doar.""
Adriana sendo tombada com sucesso!!
#OOutroLadoDoParaiso https://t.co/umuVsgPGFq",1,1,1,1
2018-04-14 00:42:13,"Como dizia minha bisavó, “amor antigo tem raizes enormes”, hehe Sabia que CidoEL ( Samuel e Cido) ficariam juntos n… https://t.co/rVLT07ewEN",1,1,0,1
2018-04-11 01:25:55,Bruno tombado pela Rquel kkkkkkkkkkk #OOutroLadoDoParaiso,1,0,1,1
2018-04-13 00:53:03,Eu AMEI esse tapa #OOutroLadoDoParaíso https://t.co/WpYLCuuKei,1,1,1,1
2018-04-14 01:27:21,MEU DEUS A BEATRIZ TA VIVAAAAAA #OOutroLadoDoParaiso,1,1,1,1
2018-04-13 00:50:01,BOFETADA NA POC #OOutroLadoDoParaíso https://t.co/RjuEka5hSa,1,0,1,1
2018-04-14 01:27:20,Beatriz tá vivíssima.Só vem tombo  Fabinato.  #OOutroLadodoParaíso,1,1,1,1
2018-04-10 01:35:26,Passada que na novela um bebê negro acabou com o racismo. Quem dera se a realidade fosse tão simples assim... #OOutroLadoDoParaíso,-1,1,1,1
2018-04-14 01:24:04,Prontos para outro tombo da Adriana? ADORO   #OOutroLadoDoParaíso,1,1,1,1
2018-04-14 00:28:36,@PrintsAoVivo Finalmente esse Samuel colaborou com a Beth #OOutroLadoDoParaíso,1,0,1,1
2018-04-13 01:03:42,De todos os capangas da Sophia o Zé Vítor é o mais atrevido 😂 #OOutroLadoDoParaiso,1,1,1,1
2018-04-10 00:41:47,"@FerRod como sempre dando um show de interpretação 
#OoutroLadoDoParaiso",1,0,1,1
2018-04-11 01:34:40,"""Tua mãe é uma assassina"" KKKK Xodó curto e grosso !! #OOutroLadoDoParaiso",1,0,1,1
2018-04-13 01:30:34,Aleluia!!! Adriana deu uma trégua a Nicolau!!! #OOutroLadoDoParaíso,1,1,1,1
2018-04-11 00:58:43,"Zé Vitor vai ser difícil hein, Sophia kkkkk #OOutroLadoDoParaíso",1,0,1,1
2018-04-10 01:32:25,Samuel nao pode ver um macho que fica piscando KKKKKKKKKKKKKKKKK #OOutroLadoDoParaíso,1,0,1,1
2018-04-14 00:29:18,Amando essa novela cada dia mais 😍💙 #OOutroLadoDoParaiso,1,1,1,1
2018-04-10 01:06:50,"😂😂😂

Samuel subindo nas paredes...

Macho, muito macho... Pena que embaixo de outro😈😈😈 dlç...

#OOutroLadoDoParaiso #RedeGlobo",1,1,1,1
2018-04-10 01:29:37,"Um entregador de pizza desse pô. Eu ia pedi pizza todos os dias, armariaaaa.  #OOutroLadoDoParaíso",1,1,1,1
2018-04-11 01:17:25,"Gracinha as quengas casando

#OOutroLadoDoParaíso",1,0,1,1
2018-04-14 01:05:05,Mayana Neiva é sem dúvida uma das mulheres mais bonitas do Brasil #OOutroLadoDoParaíso,1,1,1,1
2018-04-10 01:30:06,"Quero o numero dessa pizzaria já. 

😍 😍 

 #OOutroLadoDoParaíso",1,1,1,1
2018-04-14 01:28:16,"Reitrick lindo e maravilhoso 
Thiago rei supremo @fragosothiago
#OOutroLadoDoParaiso",1,1,1,1
2018-04-11 01:14:35,Esse bordel vai acabar a novela falido. Todas as mulheres casando 😆 #ooutroladodoparaiso,1,0,1,1
2018-04-10 01:12:10,Bruno está deliciosamente macho nessa fase mais decidida #ooutroladodoparaiso,1,1,1,1
2018-04-10 01:01:03,"Baita ator esse Sérgio Guizé, um dos melhores dessa geração.

#OOutroLadoDoParaiso",1,1,1,1
2018-04-10 01:21:14,QUE novela #OOutroLadoDoParaiso,1,0,1,1
2018-04-14 00:39:11,#OOutroLadoDoParaíso.  Que lindo! Eriberto Leão arrasandoo!,1,1,1,1
2018-04-10 01:28:26,"Que que issooo esse moço da pizza hahahahaah
#OoutroLadoDoParaiso",1,0,1,1
2018-04-13 01:11:13,E a internet vai a loucura depois desse abraço  #OOutroLadoDoParaiso https://t.co/RHWYBFEFBg,1,0,1,1
2018-04-13 01:30:22,O Nicolau faz tudo pela Adriana. Que amor! #OOutroLadoDoParaíso,1,1,1,1
2018-04-11 01:26:39,"#OOutroLadoDoParaiso Bruno: o que eu faço agora? 

VEM PRA MIM NENÉM",1,0,1,1
2018-04-13 00:49:04,meu deus a jô é uma demônia kkkk #OOutroLadoDoParaiso,1,1,1,1
2018-04-13 23:46:10,MEU DEUS A REAÇÃO DA JÔ QUANDO DESCOBRIU QUE TEM O RIM COMPATÍVEL SENDO QUE ELA NAO QUER DOAR KKKKKKKKKKKKKKKKKKKKK… https://t.co/EVX7FqJaJA,1,1,1,1
2018-04-10 00:56:51,"Finalmente Henrique banana fez alguma coisa!!
Vraaaaaaaaa

 #OOutroLadoDoParaiso",1,1,1,1
2018-04-12 00:34:06,#OOutroLadoDoParaiso 1569... Quem.prestou atençao sabe kkkkkkk,1,1,0,1
2018-04-14 01:14:09,"#OOutroLadodoParaíso tenho boas notícias, MARIANO TA VIVÍSSIMO!!!!",1,1,1,1
2018-04-14 00:55:54,"Vamos fazer um sanduíche?
Eu prefiro um beijo! 💋
#OOutroLadoDoParaiso 
#SextaDetremuraSDV 
#DiadoBeijo",0,1,1,1
2018-04-10 02:20:38,"Quis cena, hein, amigo.... QE ESSO ✌️✌️

#ooutroladodoparaiso https://t.co/KRvtNfBoBG",1,0,1,1
2018-04-13 01:37:01,"Aí Gael ❤️
#OOutroLadodoParaíso",1,1,1,1
