date,text,nagisa_score,laura_score,elisa_score,concordancy
2018-04-12 00:15:16,Depois do julgamento da Beth a Adriana perdeu totalmente o sentido. Se eu fosse o outor teria matado ela naquele ac… https://t.co/hY83qzeYGA,-1,-1,-1,-1
2018-04-13 01:31:10,bah meu que ranço da Adriana #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-13 01:28:55,TOMA ADRIANA SUA BURRA IDIOTA!!!!!!!!! #OOutroLadoDoParaíso,-1,-1,1,-1
2018-04-14 00:54:56,"Clara, o papel de entojada é da Adriana. Não queira tomar o lugar dela #OOutroLadoDoParaiso",-1,-1,-1,-1
2018-04-12 00:14:07,"De novo, colocaram a Adriana na novela só pra me fazer sentir raiva e nojo, pqp #OOutroLadoDoParaiso",-1,-1,-1,-1
2018-04-10 00:47:24,Com uma mãe dessa quem precisa de inimigos  #OOutroLadoDoParaiso,-1,-1,0,-1
2018-04-13 00:53:46,Beth vai se matar 😱😱😱 #OOutroLadoDoParaiso,-1,-1,0,-1
2018-04-11 01:34:33,"que final de novela mexicana, esse zoom socorro tô morrendo #OOutroLadoDoParaiso https://t.co/xsZrZpeLaX",-1,1,-1,-1
2018-04-10 00:59:23,"#OOutroLadoDoParaiso
Me ajuda a te ajudar clara!!! https://t.co/o69O18tCP1",-1,0,-1,-1
2018-04-11 00:47:53,A mulher é  racista até mandandar parar ai aí o filho cagão vai la e fala que ela tinha COMENTÁRIOS  MALDOSOS. NAAA… https://t.co/TlnI7tzGng,-1,-1,-1,-1
2018-04-12 00:28:14,Vixe Sophião já ta ta bolada. #OOutroLadoDoParaíso,-1,-1,0,-1
2018-04-11 01:09:58,"Thomaz puxou a escrotice de Ranciana!
#OOutroLadoDoParaiso",-1,-1,-1,-1
2018-04-10 00:26:00,#OOutroLadoDoParaiso AAAAAAA TADINHO DO MEU PATRICK,-1,-1,-1,-1
2018-04-10 17:22:26,"Eu vejo o Patrick sofrendo e o meu coração parte no meio, dá vontade de pôr no colo, ai vai o vídeo show e joga na… https://t.co/3xzYdAQGzw",-1,-1,-1,-1
2018-04-13 00:52:35,Só falta a insuportável da Adriana saber que a Jô não presta aquela q ela tanto idolatrava #OOutroLadoDoParaíso,-1,-1,-1,-1
2018-04-12 00:26:32,#OoutroLadoDoParaíso chocado com essa atitude da Jo !,-1,-1,-1,-1
2018-04-14 00:21:52,Bruno é banana demais pra ser delegado #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-13 01:15:33,"Ficar amiga do cara que te espancou, Clara? Ahhhh me poupe! #OOutroLadoDoParaíso",-1,-1,-1,-1
2018-04-10 01:17:15,Desnecessário esse Diego!! Já podem mandar matar na tesourada!! #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-14 00:41:53,"#OOutroLadoDoParaiso Sério que o núcleo de Samuel deu esse passo ENORME pra trás? Assume, esconde. Tira casaco, bota casaco affff",-1,-1,-1,-1
2018-04-10 01:17:48,Esse Bruno é um bundão! Ainda não saiu da casa da mãe?! 🙄🙄🙄 #OOutroLadoDoParaiso pelo amoooor!!!!,-1,-1,-1,-1
2018-04-12 00:12:53,Quando que a lei do retorno vai acontecer pra Jô ein????? #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-11 00:45:05,"Qdo penso q esse núcleo do Samuel vai melhorar, Walcyr bem e estraga agr
#OOutroLadoDoParaíso",-1,-1,-1,-1
2018-04-13 01:16:15,AI QUE TRISTE CARAAAAAAA TADINHO DO AMARO #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-13 01:04:47,Johnny péssimo personagem e o ator é ruim tbm. #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-10 00:29:06,"EU QUERO MEU CLARICK CARALHO

#OOutroLadoDoParaiso",-1,1,-1,-1
2018-04-14 01:02:46,"Clara ama Patrick, mas é burra e existem milhares de Claras por aí kkkk. 
#OOutroLadoDoParaiso
#Clarick",1,-1,-1,-1
2018-04-11 00:58:51,Tadinho do xodó morrendo de medo #OoutroLadoDoParaíso,-1,-1,-1,-1
2018-04-13 01:03:49,#OOutroLadoDoParaíso.  Sophia é doente mental. Não se intimida com José Vitor.,-1,-1,-1,-1
2018-04-13 00:39:00,Adriana ainda não fez a passagem? Que droga! #OOutroLadoDoParaíso,-1,-1,-1,-1
2018-04-10 01:32:51,"Essa novela já virou piada faz tempo, o cara era gay, depois bi e depois hetero. Agora ta voltando a ser gay e não… https://t.co/76WkVwjtA2",-1,0,-1,-1
2018-04-12 00:18:16,"Adriana podia morrer né, tá muito embuste !!! #OOutroLadoDoParaíso",-1,-1,-1,-1
2018-04-14 00:33:16,"#OOutroLadoDoParaíso Apesar de irritante 😒 o Bruno tá certo em ser ponderado. Ele tá prevendo os passos da Sofia, e não ignorando o caso. 😑",1,-1,-1,-1
2018-04-12 00:15:09,"Alguém esfrega a cara dessa chata da Adriana no chapisco, por favor! #OOutroLadoDoParaiso",-1,-1,-1,-1
2018-04-11 01:03:24,"irmão porra nenhuma, PRIMO #OOutroLadoDoParaiso",-1,-1,0,-1
2018-04-10 00:33:01,"Inconformada q a Clara vai deixar de ficar com o príncipe Patrick por causa da embuste da Adriana, Q NOJO! 
#OOutroLadoDoParaíso",-1,-1,-1,-1
2018-04-12 00:18:30,#OoutroLadoDoParaiso Mano que ódio dessa fdp dessa Jô,-1,-1,-1,-1
2018-04-10 01:10:57,"A Andriana falando pro Patrick que ele nunca assumiu a Clara pra insinuar que ele nao ama ela, me poupe, se poupe n… https://t.co/JCtWY2n4t6",-1,0,-1,-1
2018-04-14 01:06:00,Alguma das quengas já NÃO se apaixonou? Pq olha tão ruim de escola heim #OOutroLadoDoParaiso,-1,-1,0,-1
2018-04-12 00:33:25,"@CRF_Aparecida Não importa o que Gael faça até o fim dessa novela vou falar mal do Gael kkk
#OOutroLadoDoParaiso… https://t.co/p8l3pRP9We",1,-1,-1,-1
2018-04-11 00:44:14,"Porra, Samuel 

#OOutroLadoDoParaiso",-1,-1,-1,-1
2018-04-10 01:16:46,"nao acredito que melissa aceitou casar com diego de novo, que mico #OOutroLadoDoParaiso",-1,-1,-1,-1
2018-04-11 00:55:46,saturada do Gael regenerado #OOutroLadoDoParaíso https://t.co/Tv1s2Dizyk,0,-1,-1,-1
2018-04-12 00:04:42,"Credo qualquer pessoa confunde a cabeça da clara, só basta da um papo errado...
#Clarick #OOutroLadoDoParaíso",-1,-1,-1,-1
2018-04-11 01:33:38,Vontade de dar uma surra na Clara pra ela largar a mão de ser burra #OOutroLadoDoParaíso,-1,-1,-1,-1
2018-04-12 00:10:11,"Que nada de ruim aconteça com o Xodó, se não eu surto hein #OoutroLadoDoParaíso",-1,-1,-1,-1
2018-04-10 01:06:54,"Depois desse sorriso da Clara pro Gael (após ser espancada e estuprada por ela) (segundo o @WalcyrCarrasco, ele mud… https://t.co/NxF3KBkIqR",-1,0,-1,-1
2018-04-14 00:35:18,"#OOutroLadoDoParaíso eu olho pro bruno e a única coisa que me vem na cabeça é aquele tweet ""brancos fedem a danone""",-1,0,-1,-1
2018-04-14 01:09:49,Aaaaa não creiooo plantão  #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-12 00:33:36,Acho Gael um personagem bom. Guizé manda bem. Mas esse sapatinho de riquinho do sertão me incomoda um pouco #OOutroLadoDoParaíso,1,-1,-1,-1
2018-04-10 01:00:13,"MEU DEUS A CLARA É MUITO BURRA &amp; RIDÍCULA

QUE TEXTO RUIM #OOutroLadoDoParaíso",-1,-1,-1,-1
2018-04-13 00:40:53,claro q a Jô ia ser compatível com a Adriana: igualmente insuportáveis #OOutroLadoDoParaíso,-1,-1,-1,-1
2018-04-14 01:23:49,q inferno essa Adriana. pqp #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-11 00:59:19,Nunca torci tanto pra Sophia dar uma tesourada em alguém 🤔 ranço do Zé Vitor ✂️✂️⚰️😒#OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-11 00:43:56,Ta uma palhaçada ja essa historia do samuel #OOutroLadoDoParaíso,-1,1,-1,-1
2018-04-13 01:17:44,Amaro pedindo 3 tapas na cara pra voltar a si. #OOutroLadoDoParaiso,-1,-1,0,-1
2018-04-11 01:43:58,"Gente ainda n superei o término de Clarick, aquela naja da adrianaprecisa de um rim e não de uma piroca #OOUTROLADODOPARAISO",-1,-1,-1,-1
2018-04-13 01:28:08,"AGORA TOMA NA CARA ADRIANA. 

#OOutroLadoDoParaíso",-1,-1,1,-1
2018-04-12 00:28:01,Maltratou a mãe para proteger essa mulher idiota #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-10 01:30:17,"Não sei quem é mais ridiculo(a) o Samuel ou a Suzi, ela sabe q o homem gosta da outra coisa e ainda fica com uma co… https://t.co/0eTP5HII3w",-1,-1,-1,-1
2018-04-13 00:45:21,Cada vez mais entendendo pq Henrique banana tomou chifrão da Beth com Renan #ooutroladodoparaíso,-1,0,-1,-1
2018-04-14 00:57:03,GENEROSA????? O PATRICK NÃO É UM RIM E NÃO VAI SALVAR A VIDA DELA #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-10 00:30:06,Agora perguntou pk criar um personagem tão incrível como Patrick na vida da Clara para depois ficar com outro que é… https://t.co/Q6tNffajWf,-1,1,-1,-1
2018-04-13 01:38:30,Quero ver agora o tombo da Adriana quando souber sobre o embuste do avô dela que não pq cargas d'água ninguém ainda… https://t.co/PXwBkABvHn,-1,-1,0,-1
2018-04-10 01:25:38,"Nádia Naja me fazendo chorar 😢

#OOutroLadoDoParaiso",-1,-1,-1,-1
2018-04-11 00:31:49,Af coisa idiota essas visões dessas gentes do núcleo Mercedes. Não suporto #OOutroLadoDoParaíso,-1,0,-1,-1
2018-04-14 01:07:29,Aff... Todas as meninas do bordel irão casar? #OOutroLadoDoParaiso,-1,0,-1,-1
2018-04-14 01:06:52,"#OoutroLadoDoParaíso Este cara vai dar um golpe na Leandra, já tô vendo 😒😒😒",-1,-1,-1,-1
2018-04-13 01:27:36,"Minha mãe tem a mesma doença da Adriana e não é desse jeito não, hemodiálise faz ela viver #OOutroLadoDoParaíso",-1,1,-1,-1
2018-04-10 00:34:37,"É o que tem pra hoje 😕😕
#OOutroLadoDoParaíso https://t.co/uLElOWKcuq",-1,0,-1,-1
2018-04-12 00:14:39,"A Sofia podia da uma trsourada nesse rin da Adriana e ela morrer, ne? #OOutroLadoDoParaiso",-1,0,-1,-1
2018-04-12 00:30:53,Esse personagem do Emílio Mello e MT plasta. Como pode ? #OOutroLadoDoParaíso,-1,0,-1,-1
2018-04-10 01:36:08,"Coitada da Fernanda Montenegro, se sujeitando a esse papel ridículo, pqp #OOutroLadoDoParaiso",-1,-1,-1,-1
2018-04-13 01:33:20,"Não admito a Beth morrer pra Adriana ficar viva, Ah ouuu #OOutroLadoDoParaíso",-1,-1,-1,-1
2018-04-11 01:26:16,Fiquei com raiva de Raquel agr  #OOutroLadoDoParaiso,-1,0,-1,-1
2018-04-13 01:10:19,"Tadinho do Patrick 😖
Perdeu não coisa linda. 
#OOutroLadoDoParaiso 
#OOutroLadoParaiso",1,-1,-1,-1
2018-04-11 00:42:12,"A mãe não aceita o filho gay, transformaram isso numa comédia e todo mundo acha engraçado #OOutroLadoDoParaiso",-1,0,-1,-1
2018-04-12 00:01:27,Todo mundo só dá conselho errado pra Clara!!!!! 😬😬😬😬😬 #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-12 00:34:52,Já acabou essa merda? #OOutroLadoDoParaíso,-1,-1,-1,-1
2018-04-14 17:04:45,"Será muito injusto Tomaz não saber a verdade sobre sua separação da mãe enquanto bebê, ele tem que saber o que Lívi… https://t.co/7YKzazL96W",-1,-1,0,-1
2018-04-10 01:22:52,"Tá esperando o que pra sair de casa, Bruno ?! Um homão desse vivendo debaixo da saia da mãe  #OOutroLadoDoParaiso",-1,0,-1,-1
2018-04-13 00:52:50,#ooutroladodoparaiso gente essa novela é muito caricata a cara estar ardendo de vergonha aqui,-1,-1,-1,-1
2018-04-13 01:17:11,Tadinho do Amaro #OOutroLadoDoParaiso,-1,0,-1,-1
2018-04-12 00:14:44,Eu não entendo como que essa Dri pode ser feliz! Ela tinha que morrer #OOutroLadoDoParaíso,-1,-1,-1,-1
2018-04-12 00:14:15,"Adriana, a insuportável! #OOutroLadoDoParaíso",-1,-1,-1,-1
2018-04-11 00:36:10,#OOutroLadoDoParaíso já triste pq meu novelão está acabando 💔,-1,0,-1,-1
2018-04-10 00:42:22,"Ex gay
Beth e Renan juntos DEPOIS DE TUDO Q ELE FEZ
Gael bonzinho 
Clara larga Patrick pq ama outro homem (Gael)
OH… https://t.co/IBerMxT8yU",-1,0,-1,-1
2018-04-12 00:00:37,Raquel vai ser tombada #OOutroLadoDoParaíso,0,-1,-1,-1
2018-04-14 00:56:35,Pra que sentar um do lado do outro ???  #OOutroLadoDoParaiso,-1,0,-1,-1
2018-04-12 00:19:37,QUAL O PROBLEMA DA BETH TER SIDO DONA DE UM BORDEL?? É MAIS HONESTA Q VC JÔ #OOutroLadoDoParaíso,-1,1,-1,-1
2018-04-12 00:26:58,EU ARRANCAVA O RIM NA UNHA #OOutroLadoDoParaíso,-1,0,-1,-1
2018-04-12 00:19:18,Jô diz q ama a Adriana mas não foi capaz de fazer um exame p doar o rim p menina #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-11 01:26:47,"Raquel peste, se tu não ficar com  esse OMI tu mereceu o atropelo da  Sófia.  #OoutroLadoDoParaíso",-1,0,-1,-1
2018-04-13 00:53:29,Cadê a Ritinha pra dar na cara dessa Jô? #OOutroLadoDoParaíso https://t.co/mEQHfzSpi1,-1,0,-1,-1
2018-04-13 00:41:32,Dá uma surra nela Beth #OOutroLadoDoParaíso,-1,-1,-1,-1
2018-04-14 00:55:17,"como q a beth era alcoólatra e em uma semana ela já nao é mais? an 
#OOutroLadoDoParaiso",-1,0,-1,-1
2018-04-12 00:23:12,Há 934738 episódios atras eu já falava que clara merecia ficar sozinha... pqp não sabe valorizar um Patrick na vida… https://t.co/TkiJFPlqWM,-1,-1,-1,-1
2018-04-14 01:02:29,Tá feinha heim. #OOutroLadoDoParaiso https://t.co/ZRa0ITn42M,-1,-1,-1,-1
2018-04-13 01:17:03,"Coitado de Amaro. Que desespero
#EscolhemosClarick
#OOutroLadoDoParaiso",-1,-1,-1,-1
2018-04-13 01:37:31,"Gael entregou a própria mãe  para polícia, vem fogo no parquinho hien 
#OOutroLadoDoParaiso",-1,-1,0,-1
2018-04-13 00:41:04,esse pai da Adriana é um BANANA! QUE NADA! #OOutroLadoDoParaíso,-1,-1,-1,-1
2018-04-12 00:13:28,"João Gibão expressivo como um abacate 
#OOutroLadoDoParaiso",-1,1,-1,-1
2018-04-10 00:34:49,Gael dizendo que ama Clara. Nossa o “amor” dele é tão forte que deixavam marcas roxas no corpo dela. Gael você é um… https://t.co/dMjFGmgmyV,-1,0,-1,-1
2018-04-11 00:47:55,"PASSADA COM O PAPAI E MAMÃE 
#OOutroLadoDoParaiso",-1,0,-1,-1
2018-04-11 01:08:40,Tomás também chatinho né!! #OOutroLadoDoParaiso,-1,0,-1,-1
2018-04-13 01:28:24,Aposto que a Jô foi embora por causa daquela mulher AAAAAA MENINA VAI TOMAR NO CU #OOutroLadoDoParaíso https://t.co/nVS9LOOdjG,-1,0,-1,-1
2018-04-12 00:16:55,"Gael, tu ainda nem sabe q sua mãe foi puta e matou o primeiro marido... #OOutroLadoDoParaíso",-1,-1,0,-1
2018-04-13 01:10:46,Não consigo ver meu ursinho sofrendo assim #OOutroLadoDoParaiso https://t.co/C2UQAlOZCu,-1,-1,-1,-1
2018-04-11 00:59:15,"Eu amo essa novela, mas infelizmente tem que acabar já...
Ta ficando repetitiva e o povo já ta cansando #OOutroLadoDoParaiso",-1,0,-1,-1
2018-04-11 01:29:45,E essa franja da Clara? Cabeleireiro vingando o público por essa personagem mais ou menos. #OOutroLadoDoParaiso,-1,0,-1,-1
2018-04-14 01:10:35,"#OOutroLadodoParaíso 
EITA CARALHO PLANTÃO DA GLOBO NO MEIO DA NOVELA",-1,0,-1,-1
2018-04-14 00:24:23,"Adoro o Caio Paduan, mas é visível a falta de vontade dele nesse papel! #OOutroLadoDoParaíso",-1,0,-1,-1
2018-04-10 00:25:20,na vida eu sou o patrick #OOutroLadoDoParaiso iludiiiiido,-1,0,-1,-1
2018-04-10 00:28:46,clara burraaaaaaa #OOutroLadodoParaiso,-1,-1,-1,-1
2018-04-14 00:33:43,"Filho Bruno não bota banca nem na mãe racista, acha que vai correr atrás da Sophia? #OOutroLadoDoParaíso",-1,0,-1,-1
2018-04-12 00:19:09,alá a mascara dela vai cair aaaaaaaaah Jo sua nojenta #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-12 00:02:31,Estou indignada com a Raquel #OOutroLadoDoParaíso https://t.co/y23VA3feav,-1,-1,-1,-1
2018-04-11 00:37:26,"Simplesmente desisto sem clarick não tem novela, assistindo pânico no megapix  #OOutroLadoDoParaíso",-1,0,-1,-1
2018-04-10 00:52:32,até parece que eu iria dispensar o patrick por causa de adriana que não se manca que o cara não quer ela… https://t.co/gYih3qmetb,-1,0,-1,-1
2018-04-11 01:27:22,"Raquel não tá destruindo só o coração do Bruno, já destruiu o meu.....ai gente 💔 #OOutroLadoDoParaíso",-1,0,-1,-1
2018-04-13 01:11:13,#OOutroLadodoParaíso gente perdoa a clara ela é burra so isso,1,-1,-1,-1
2018-04-12 00:13:32,Essa garota não me desse de jeito nenhum. #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-13 01:10:27,@sophiaabrahao tô é chocada com a crueldade da jô sem doar o rim pra minha bichinha adriana #OOutroLadoDoParaíso,-1,-1,-1,-1
2018-04-11 15:53:47,"VAGABUNDA da @RedeGlobo colocando blocos de miseros 8 e 9 minutos. CAPÍTULO curto.

E MESMO ASSIM… https://t.co/Forjdhd9zE",-1,0,-1,-1
2018-04-10 00:26:17,Que raiva da Clara pqp #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-10 00:26:32,a clara é trouxa viu #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-12 00:14:21,o menina desgraçada que saco morre logo demônio #OOutroLadoDoParaíso,-1,-1,-1,-1
2018-04-14 00:38:09,"Samuel e Cido de novo 🙄🙄 
#OOutroLadoDoParaíso",-1,-1,1,-1
2018-04-12 00:13:07,Lá vem a Chatiana #OOutroLadoDoParaíso https://t.co/CYnQj9SiUw,-1,0,-1,-1
2018-04-13 01:27:28,"Adriana é um nojo, grt chata. #OOutroLadoDoParaíso",-1,-1,-1,-1
2018-04-13 01:28:14,Adriana é uma otária mesmo! #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-10 00:25:22,"Clara tipica mulher de bandido 
Apanha apanha e fala que ama ainda #OOutroLadodoParaíso",-1,0,-1,-1
2018-04-10 00:29:14,to chorando muito #OOutroLadoDoParaíso,-1,-1,-1,-1
2018-04-13 01:16:56,Deu peninha... #OOutroLadoDoParaíso https://t.co/wMw2jwz9d4,-1,-1,-1,-1
2018-04-10 00:31:13,"Destruída com essa cena da clara abrindo mão do amor do Patrick 😭😭😭😭😭 Esse gomem só sofre kkkkk 

#Ooutroladodoparaiso
#clarick",-1,-1,-1,-1
2018-04-14 01:12:26,AAAAH SE O COMERCIAL TAVA VINDO DEIXAVA PRA DAR ESSE PLANTÃO DEPOIS #OOutroLadoDoParaiso,-1,0,-1,-1
2018-04-12 00:30:52,"Bem vendo a menina mal a Jô se comove, essa sim é uma embuste
#OOutroLadoDoParaiso",-1,1,-1,-1
2018-04-12 00:23:20,"Como eu queria que essa megera da Jô fosse compativo , eu queria ver o que ela ia fazer já que ela diz que "" ama ""… https://t.co/jquK60e0gT",-1,-1,0,-1
2018-04-10 00:49:19,"#OOutroLadoDoParaiso NÃO ACREDITO QUE A CLARA TERMINOU COM AQUELE NENE POR CAUSA DA EMBUSTE DA ADRIANA, deve ser de… https://t.co/Pwp83JW1Qu",-1,-1,-1,-1
2018-04-10 01:25:52,"Eu nao te perdoava Nadia, desculpa mas não tem como haver perdão aí #OOutroLadoDoParaiso",-1,-1,-1,-1
2018-04-13 01:35:58,Adriana deveria ver esse desespero da Beth e a luta dela pra salvar a vida da filha!!  #OOutroLadoDoParaíso,-1,0,-1,-1
2018-04-12 00:26:29,Agora a Adriana vai ver quem é a verdadeira mãe dela! Aquela q ela cuspiu e criticou #OOutroLadoDoParaiso,-1,-1,1,-1
2018-04-13 00:38:33,Ai tomara q a Adriana morra #OOutroLadoDoParaiso,-1,0,-1,-1
2018-04-14 00:55:38,@ZAMENZA A franja horrível segue bem tb haha #OOutroLadoDoParaíso,1,-1,-1,-1
2018-04-11 02:39:45,Que nojo esse Kaysar #BBB18 eu tenho a impressão que quando ele sair ele vai se revelar que nem o Renato da novela #OOutroLadoDoParaiso,-1,0,-1,-1
2018-04-11 01:08:55,"nao acredito que ja defendi esse menino, vai pra puta que pariu garoto chato #OOutroLadoDoParaiso",-1,0,-1,-1
2018-04-13 00:38:57,"A menina tá à beira da morte e não aprende a ser humilde, né? #OOutroLadoDoParaíso",-1,-1,-1,-1
2018-04-14 00:59:28,Ligo a tv e a clara está em jantar amigável com o ex que a agrediu diversas vezes?? É isso mesmo? #OOutroLadoDoParaíso,-1,0,-1,-1
2018-04-14 00:57:08,"Ai não da, não engulo
#OOutroLadoDoParaiso",-1,-1,-1,-1
2018-04-10 00:55:55,Jô à INSUPORTÁVEL.  #OOutroLadoDoParaíso,-1,-1,-1,-1
2018-04-11 01:31:05,"Essa Carinha do Patrick me parte o Coração! #OOutroLadoDoParaiso  
Odeio essa Praga da Adriana",-1,0,-1,-1
2018-04-10 01:31:32,Aqui em casa não vem entregador de pizza gato assim 😭#OOutroLadoDoParaíso,-1,-1,1,-1
2018-04-11 00:34:36,Já deu de Samuel nessa novela #OOutroLadoDoParaiso,-1,0,-1,-1
2018-04-12 00:32:10,"Faço minhas as palavras do meu marido
- Adriana é o personagem mais desnecessário da novela desde o começo 
#OOutroLadoDoParaíso",-1,-1,-1,-1
2018-04-10 00:28:57,Patrick não merece isso #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-14 01:19:59,"Estela poderia levantar uma bandeira, mas ficou vítima de seu nanismo.  #OOutroLadoDoParaíso",-1,0,-1,-1
2018-04-14 04:14:22,"Tudo bem se Gael descobrir os podres de Sophia...
Mas depois de tudo que ele fez com a Clara,e ela voltar pra ele..… https://t.co/rROfdRkGM8",-1,0,-1,-1
2018-04-13 01:27:52,FOCA NA CARA DA ADRIANA NO CHAAAAO ESSA VACA #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-12 00:11:54,#OOutroLadoDoParaíso até parece que o Gael não conhece a mãe que tem,-1,0,-1,-1
2018-04-11 23:56:33,"Que pena do Gael, estuprou a Clara agora descobre que a mãe é assassina. #OOutroLadoDoParaíso",-1,0,-1,-1
2018-04-10 03:28:02,"Que papelão da Clara terminar com o Patrick! A irmã precisa de um rim, não de uma rola! #OoutroLadoDoParaiso",-1,0,-1,-1
2018-04-12 00:13:08,"Puta que pariu, a Adriana é muito chata mermão eu já dava uma surra #OOutroLadoDoParaiso",-1,-1,-1,-1
2018-04-11 01:11:05,"Mas esse moleque Tomaz é burro ou o que?
se o pai não tem outro filho
Só resta uma alternativa: a mãe estar grávida… https://t.co/lyC8b8is55",-1,0,-1,-1
2018-04-11 00:45:39,#OOutroLadoDoParaíso Só aceitaria a redenção da Nádia se ela fosse presa por racismo. Aí sim. https://t.co/G7OUII1zXL,-1,0,-1,-1
2018-04-12 00:26:34,VAI TOMAR NO CU MANO PELO AMOR DE DEUS #OOutroLadoDoParaiso,-1,-1,-1,-1
2018-04-13 00:48:32,"Gente, a novela vai acabar sem a Jô levar uma surra? #OOutroLadoDoParaiso",-1,0,-1,-1
